FIPS,County/Equivalent,Federal District Court,Public Attorney Search,State
13147,"Hart County, GA",Middle District of Georgia,No,Georgia
13149,"Heard County, GA",Northern District of Georgia,No,Georgia
13151,"Henry County, GA",Northern District of Georgia,No,Georgia
13153,"Houston County, GA",Middle District of Georgia,No,Georgia
13155,"Irwin County, GA",Middle District of Georgia,No,Georgia
13157,"Jackson County, GA",Northern District of Georgia,No,Georgia
13159,"Jasper County, GA",Middle District of Georgia,No,Georgia
13161,"Jeff Davis County, GA",Southern District of Georgia,No,Georgia
13163,"Jefferson County, GA",Southern District of Georgia,No,Georgia
13165,"Jenkins County, GA",Southern District of Georgia,No,Georgia
13167,"Johnson County, GA",Southern District of Georgia,No,Georgia
13169,"Jones County, GA",Middle District of Georgia,No,Georgia
13171,"Lamar County, GA",Middle District of Georgia,No,Georgia
13173,"Lanier County, GA",Middle District of Georgia,No,Georgia
13175,"Laurens County, GA",Southern District of Georgia,No,Georgia
13177,"Lee County, GA",Middle District of Georgia,No,Georgia
13179,"Liberty County, GA",Southern District of Georgia,No,Georgia
13181,"Lincoln County, GA",Southern District of Georgia,No,Georgia
13183,"Long County, GA",Southern District of Georgia,No,Georgia
13185,"Lowndes County, GA",Middle District of Georgia,No,Georgia
13187,"Lumpkin County, GA",Northern District of Georgia,No,Georgia
13189,"McDuffie County, GA",Southern District of Georgia,No,Georgia
13191,"McIntosh County, GA",Southern District of Georgia,No,Georgia
13193,"Macon County, GA",Middle District of Georgia,No,Georgia
13195,"Madison County, GA",Middle District of Georgia,No,Georgia
13197,"Marion County, GA",Middle District of Georgia,No,Georgia
13199,"Meriwether County, GA",Northern District of Georgia,No,Georgia
13201,"Miller County, GA",Middle District of Georgia,No,Georgia
13205,"Mitchell County, GA",Middle District of Georgia,No,Georgia
13207,"Monroe County, GA",Middle District of Georgia,No,Georgia
13209,"Montgomery County, GA",Southern District of Georgia,No,Georgia
13211,"Morgan County, GA",Middle District of Georgia,No,Georgia
13213,"Murray County, GA",Northern District of Georgia,No,Georgia
13215,"Muscogee County, GA",Middle District of Georgia,No,Georgia
13217,"Newton County, GA",Northern District of Georgia,No,Georgia
13219,"Oconee County, GA",Middle District of Georgia,No,Georgia
13221,"Oglethorpe County, GA",Middle District of Georgia,No,Georgia
13223,"Paulding County, GA",Northern District of Georgia,No,Georgia
13225,"Peach County, GA",Middle District of Georgia,No,Georgia
13227,"Pickens County, GA",Northern District of Georgia,No,Georgia
13229,"Pierce County, GA",Southern District of Georgia,No,Georgia
13231,"Pike County, GA",Northern District of Georgia,No,Georgia
13233,"Polk County, GA",Northern District of Georgia,No,Georgia
13235,"Pulaski County, GA",Middle District of Georgia,No,Georgia
13237,"Putnam County, GA",Middle District of Georgia,No,Georgia
13239,"Quitman County, GA",Middle District of Georgia,No,Georgia
13241,"Rabun County, GA",Northern District of Georgia,No,Georgia
13243,"Randolph County, GA",Middle District of Georgia,No,Georgia
13245,"Richmond County, GA",Southern District of Georgia,No,Georgia
13247,"Rockdale County, GA",Northern District of Georgia,No,Georgia
13249,"Schley County, GA",Middle District of Georgia,No,Georgia
13251,"Screven County, GA",Southern District of Georgia,No,Georgia
13253,"Seminole County, GA",Middle District of Georgia,No,Georgia
13255,"Spalding County, GA",Northern District of Georgia,No,Georgia
13257,"Stephens County, GA",Northern District of Georgia,No,Georgia
13259,"Stewart County, GA",Middle District of Georgia,No,Georgia
13261,"Sumter County, GA",Middle District of Georgia,No,Georgia
13263,"Talbot County, GA",Middle District of Georgia,No,Georgia
13265,"Taliaferro County, GA",Southern District of Georgia,No,Georgia
13267,"Tattnall County, GA",Southern District of Georgia,No,Georgia
13269,"Taylor County, GA",Middle District of Georgia,No,Georgia
13271,"Telfair County, GA",Southern District of Georgia,No,Georgia
13273,"Terrell County, GA",Middle District of Georgia,No,Georgia
13275,"Thomas County, GA",Middle District of Georgia,No,Georgia
13277,"Tift County, GA",Middle District of Georgia,No,Georgia
13279,"Toombs County, GA",Southern District of Georgia,No,Georgia
13281,"Towns County, GA",Northern District of Georgia,No,Georgia
13283,"Treutlen County, GA",Southern District of Georgia,No,Georgia
13285,"Troup County, GA",Northern District of Georgia,No,Georgia
13287,"Turner County, GA",Middle District of Georgia,No,Georgia
13289,"Twiggs County, GA",Middle District of Georgia,No,Georgia
13291,"Union County, GA",Northern District of Georgia,No,Georgia
13293,"Upson County, GA",Middle District of Georgia,No,Georgia
13295,"Walker County, GA",Northern District of Georgia,No,Georgia
13297,"Walton County, GA",Middle District of Georgia,No,Georgia
13299,"Ware County, GA",Southern District of Georgia,No,Georgia
13301,"Warren County, GA",Southern District of Georgia,No,Georgia
13303,"Washington County, GA",Middle District of Georgia,No,Georgia
13305,"Wayne County, GA",Southern District of Georgia,No,Georgia
13307,"Webster County, GA",Middle District of Georgia,No,Georgia
13309,"Wheeler County, GA",Southern District of Georgia,No,Georgia
13311,"White County, GA",Northern District of Georgia,No,Georgia
13313,"Whitfield County, GA",Northern District of Georgia,No,Georgia
13315,"Wilcox County, GA",Middle District of Georgia,No,Georgia
13317,"Wilkes County, GA",Southern District of Georgia,No,Georgia
13319,"Wilkinson County, GA",Middle District of Georgia,No,Georgia
13321,"Worth County, GA",Middle District of Georgia,No,Georgia
15001,"Hawaii County, HI",District of Hawaii,No,Hawaii
15003,"Honolulu County/city, HI",District of Hawaii,No,Hawaii
15007,"Kauai County, HI",District of Hawaii,No,Hawaii
15009,"Maui County, HI",District of Hawaii,No,Hawaii
16001,"Ada County, ID",District of Idaho,No,Idaho
16003,"Adams County, ID",District of Idaho,No,Idaho
16005,"Bannock County, ID",District of Idaho,No,Idaho
16007,"Bear Lake County, ID",District of Idaho,No,Idaho
16009,"Benewah County, ID",District of Idaho,No,Idaho
16011,"Bingham County, ID",District of Idaho,No,Idaho
16013,"Blaine County, ID",District of Idaho,No,Idaho
16015,"Boise County, ID",District of Idaho,No,Idaho
16017,"Bonner County, ID",District of Idaho,No,Idaho
16019,"Bonneville County, ID",District of Idaho,No,Idaho
16021,"Boundary County, ID",District of Idaho,No,Idaho
16023,"Butte County, ID",District of Idaho,No,Idaho
16025,"Camas County, ID",District of Idaho,No,Idaho
16027,"Canyon County, ID",District of Idaho,No,Idaho
16029,"Caribou County, ID",District of Idaho,No,Idaho
16031,"Cassia County, ID",District of Idaho,No,Idaho
16033,"Clark County, ID",District of Idaho,No,Idaho
16035,"Clearwater County, ID",District of Idaho,No,Idaho
16037,"Custer County, ID",District of Idaho,No,Idaho
16039,"Elmore County, ID",District of Idaho,No,Idaho
16041,"Franklin County, ID",District of Idaho,No,Idaho
16043,"Fremont County, ID",District of Idaho,No,Idaho
16045,"Gem County, ID",District of Idaho,No,Idaho
16047,"Gooding County, ID",District of Idaho,No,Idaho
16049,"Idaho County, ID",District of Idaho,No,Idaho
16051,"Jefferson County, ID",District of Idaho,No,Idaho
16053,"Jerome County, ID",District of Idaho,No,Idaho
16055,"Kootenai County, ID",District of Idaho,No,Idaho
16057,"Latah County, ID",District of Idaho,No,Idaho
16059,"Lemhi County, ID",District of Idaho,No,Idaho
16061,"Lewis County, ID",District of Idaho,No,Idaho
16063,"Lincoln County, ID",District of Idaho,No,Idaho
16065,"Madison County, ID",District of Idaho,No,Idaho
16067,"Minidoka County, ID",District of Idaho,No,Idaho
16069,"Nez Perce County, ID",District of Idaho,No,Idaho
16071,"Oneida County, ID",District of Idaho,No,Idaho
16073,"Owyhee County, ID",District of Idaho,No,Idaho
16075,"Payette County, ID",District of Idaho,No,Idaho
16077,"Power County, ID",District of Idaho,No,Idaho
16079,"Shoshone County, ID",District of Idaho,No,Idaho
16081,"Teton County, ID",District of Idaho,No,Idaho
16083,"Twin Falls County, ID",District of Idaho,No,Idaho
16085,"Valley County, ID",District of Idaho,No,Idaho
16087,"Washington County, ID",District of Idaho,No,Idaho
17001,"Adams County, IL",Central District of Illinois,No,Illinois
17003,"Alexander County, IL",Southern District of Illinois,No,Illinois
17005,"Bond County, IL",Southern District of Illinois,No,Illinois
17007,"Boone County, IL",Northern District of Illinois,No,Illinois
17009,"Brown County, IL",Central District of Illinois,No,Illinois
17011,"Bureau County, IL",Central District of Illinois,No,Illinois
17013,"Calhoun County, IL",Southern District of Illinois,No,Illinois
17015,"Carroll County, IL",Northern District of Illinois,No,Illinois
17017,"Cass County, IL",Central District of Illinois,No,Illinois
17019,"Champaign County, IL",Central District of Illinois,No,Illinois
17021,"Christian County, IL",Central District of Illinois,No,Illinois
17023,"Clark County, IL",Southern District of Illinois,No,Illinois
17025,"Clay County, IL",Southern District of Illinois,No,Illinois
17027,"Clinton County, IL",Southern District of Illinois,No,Illinois
17029,"Coles County, IL",Central District of Illinois,No,Illinois
17031,"Cook County, IL",Northern District of Illinois,No,Illinois
17033,"Crawford County, IL",Southern District of Illinois,No,Illinois
17035,"Cumberland County, IL",Southern District of Illinois,No,Illinois
17037,"DeKalb County, IL",Northern District of Illinois,No,Illinois
17039,"De Witt County, IL",Central District of Illinois,No,Illinois
17041,"Douglas County, IL",Central District of Illinois,No,Illinois
17043,"DuPage County, IL",Northern District of Illinois,No,Illinois
17045,"Edgar County, IL",Central District of Illinois,No,Illinois
17047,"Edwards County, IL",Southern District of Illinois,No,Illinois
17049,"Effingham County, IL",Southern District of Illinois,No,Illinois
17051,"Fayette County, IL",Southern District of Illinois,No,Illinois
17053,"Ford County, IL",Central District of Illinois,No,Illinois
17055,"Franklin County, IL",Southern District of Illinois,No,Illinois
17057,"Fulton County, IL",Central District of Illinois,No,Illinois
17059,"Gallatin County, IL",Southern District of Illinois,No,Illinois
17061,"Greene County, IL",Central District of Illinois,No,Illinois
17063,"Grundy County, IL",Northern District of Illinois,No,Illinois
17065,"Hamilton County, IL",Southern District of Illinois,No,Illinois
17067,"Hancock County, IL",Central District of Illinois,No,Illinois
17069,"Hardin County, IL",Southern District of Illinois,No,Illinois
17071,"Henderson County, IL",Central District of Illinois,No,Illinois
17073,"Henry County, IL",Central District of Illinois,No,Illinois
17075,"Iroquois County, IL",Central District of Illinois,No,Illinois
17077,"Jackson County, IL",Southern District of Illinois,No,Illinois
17079,"Jasper County, IL",Southern District of Illinois,No,Illinois
17081,"Jefferson County, IL",Southern District of Illinois,No,Illinois
17083,"Jersey County, IL",Southern District of Illinois,No,Illinois
17085,"Jo Daviess County, IL",Northern District of Illinois,No,Illinois
17087,"Johnson County, IL",Southern District of Illinois,No,Illinois
17089,"Kane County, IL",Northern District of Illinois,No,Illinois
17091,"Kankakee County, IL",Central District of Illinois,No,Illinois
17093,"Kendall County, IL",Northern District of Illinois,No,Illinois
17095,"Knox County, IL",Central District of Illinois,No,Illinois
17097,"Lake County, IL",Northern District of Illinois,No,Illinois
17099,"LaSalle County, IL",Northern District of Illinois,No,Illinois
17101,"Lawrence County, IL",Southern District of Illinois,No,Illinois
17103,"Lee County, IL",Northern District of Illinois,No,Illinois
17105,"Livingston County, IL",Central District of Illinois,No,Illinois
17107,"Logan County, IL",Central District of Illinois,No,Illinois
17109,"McDonough County, IL",Central District of Illinois,No,Illinois
17111,"McHenry County, IL",Northern District of Illinois,No,Illinois
17113,"McLean County, IL",Central District of Illinois,No,Illinois
17115,"Macon County, IL",Central District of Illinois,No,Illinois
17117,"Macoupin County, IL",Central District of Illinois,No,Illinois
17119,"Madison County, IL",Southern District of Illinois,No,Illinois
17121,"Marion County, IL",Southern District of Illinois,No,Illinois
17123,"Marshall County, IL",Central District of Illinois,No,Illinois
17125,"Mason County, IL",Central District of Illinois,No,Illinois
17127,"Massac County, IL",Southern District of Illinois,No,Illinois
17129,"Menard County, IL",Central District of Illinois,No,Illinois
17131,"Mercer County, IL",Central District of Illinois,No,Illinois
17133,"Monroe County, IL",Southern District of Illinois,No,Illinois
17135,"Montgomery County, IL",Central District of Illinois,No,Illinois
17137,"Morgan County, IL",Central District of Illinois,No,Illinois
17139,"Moultrie County, IL",Central District of Illinois,No,Illinois
17141,"Ogle County, IL",Northern District of Illinois,No,Illinois
17143,"Peoria County, IL",Central District of Illinois,No,Illinois
17145,"Perry County, IL",Southern District of Illinois,No,Illinois
17147,"Piatt County, IL",Central District of Illinois,No,Illinois
17149,"Pike County, IL",Central District of Illinois,No,Illinois
17151,"Pope County, IL",Southern District of Illinois,No,Illinois
17153,"Pulaski County, IL",Southern District of Illinois,No,Illinois
17155,"Putnam County, IL",Central District of Illinois,No,Illinois
17157,"Randolph County, IL",Southern District of Illinois,No,Illinois
17159,"Richland County, IL",Southern District of Illinois,No,Illinois
17161,"Rock Island County, IL",Central District of Illinois,No,Illinois
17163,"St. Clair County, IL",Southern District of Illinois,No,Illinois
17165,"Saline County, IL",Southern District of Illinois,No,Illinois
17167,"Sangamon County, IL",Central District of Illinois,No,Illinois
17169,"Schuyler County, IL",Central District of Illinois,No,Illinois
17171,"Scott County, IL",Central District of Illinois,No,Illinois
17173,"Shelby County, IL",Central District of Illinois,No,Illinois
17175,"Stark County, IL",Central District of Illinois,No,Illinois
